1008639	9300
1008651	9300
1008676	10600
1008705	10000
1008741	9800
1008748	9300
1008762	13000
1008765	9800
1008776	9800
1008799	9300
1008801	9300
1008816	9800
1008818	10000
1008832	9800
1008839	10000
1008849	9500
1008854	8900
1008862	9800
1008876	8800
1008880	8600
1008885	9300
1008889	10000
1008891	10000
1008919	9300
1008932	8600
1008933	10000
1008940	8600
1008941	9300
1008945	8600
1008947	10000
1008955	10000
1008960	8900
1008963	9300
1008964	9300
1008987	9800
1008988	9800
1008991	9800
1008992	9800
1008993	10000
1009022	9300
1009026	9800
1009030	9800
1009031	9300
1009089	9800
1009112	9300
1009139	9800
1009152	8800
1009161	8600
1009167	10000
1009173	9800
1009179	9300
1009181	8600
1009187	8600
1009196	9300
1009214	9300
1009252	8600
1009285	9400
1009293	9500
1009300	9300
1009321	9300
1009322	9300
1009324	8900
1009325	8800
1009344	8800
1009349	8900
1009355	12000
1009363	9800
1009370	9300
1009373	9300
1009392	9800
1009396	9800
1009397	8900
1009401	8600
1009406	9800
1009421	9800
1009438	12000
1009452	9300
1009455	8800
1009469	9800
1009474	9800
1009477	8600
1009491	10000
1009494	9800
1009497	9300
1009500	9800
1009513	9800
1009550	9300
1009555	9800
1009570	10400
1009583	9800
1009585	9500
1009587	9800
1009588	9800
1009592	10000
1009602	8600
1009604	10000
1009621	8800
1009638	9300
1009646	8700
1009648	8600
1009649	9800
1009652	9800
1009654	9800
1009657	10400
1009658	9500
1009662	8600
1009663	9300
1009665	8600
1009682	9800
1009684	9800
1009685	9800
1009690	9300
1009691	9300
1009703	9300
1009731	9300
1009737	10000
1009747	9800
1009749	10000
1009758	8600
1009772	9300
1009795	8800
1009798	8600
1009805	9800
1009822	11100
1009823	11100
1009824	9300
1009825	9300
1009826	9300
1009827	8800
1009829	8400
1009846	8800
1009849	9800
1009858	8900
1009862	8900
1009870	9800
1009877	9400
1009880	9300
1009882	9300
1009883	9300
1009892	9800
1009901	9300
1009915	9300
1009916	9300
1009917	10000
1009930	9400
1009932	9800
1009936	9300
1009941	9300
1009942	8600
1009957	9300
1009958	9300
1009973	8600
1009977	9300
1009979	8600
1009992	8900
1009995	9800
1009999	9800
1010006	10000
1010013	9800
1010019	8600
1010022	9300
1010026	9300
1010028	8600
1010031	9300
1010032	9300
1010040	9800
1010043	8600
1010049	9300
1010050	9800
1010051	9800
1010055	9300
1010074	11800
1010081	8600
1010085	10100
1010090	9300
1010096	8600
1010099	8600
1010101	9800
1010111	9500
1010112	9300
1010114	7900
1010116	8600
1010129	9800
1010130	9800
1010131	8600
1010148	9800
1010149	9300
1010153	8600
1010154	9800
1010158	8600
1010169	8200
1010176	9300
1010180	9300
1010185	9400
1010197	8200
1010199	8600
1010200	8600
1010201	8600
1010206	8600
1010211	8400
1010214	8600
1010215	8600
1010218	8600
1010224	9300
1010231	8200
1010234	9800
1010238	10000
1010242	9800
1010250	8900
1010253	8600
1010254	9300
1010257	9800
1010262	9300
1010268	9500
1010270	8800
1010275	9300
1010277	9400
1010285	8600
1010287	9300
1010292	8600
1010293	9300
1010294	12800
1010295	9800
1010299	9800
1010306	8600
1010320	9800
1010321	8600
1010324	9300
1010329	8200
1010335	9300
1010339	15000
1010340	12000
1010352	8600
1010358	11100
1010367	9800
1010368	8700
1010372	9300
1010375	8800
1010376	9800
1010384	9800
1010387	9400
1010389	9800
1010395	9500
1010397	9500
1010402	9400
1010404	9800
1010414	9800
1010417	9900
1010418	9900
1010420	8800
1010421	11100
1010423	9300
1010424	29000
1010425	9800
1010431	9300
1010434	9400
1010438	9300
1010447	8800
1010448	9300
1010450	9300
1010451	9300
1010452	9300
1010453	10000
1010465	9200
1010466	8700
1010468	9200
1010469	8900
1010471	7500
1010479	8200
1010483	8700
1010489	9200
1010492	8200
1010495	9200
1010499	11300
1010506	8700
1010511	8800
1010513	9200
1010514	9200
1010515	8900
1010523	8000
1010525	9200
1010530	8000
1010531	9200
1010533	8700
1010536	9200
1010537	8200
1010542	8000
1010546	9200
1010549	11600
1010550	12000
1010554	7200
1010555	9200
1010558	8700
1010560	8200
1010561	8700
1010565	9200
1010571	8000
1010576	9200
1010583	8700
1010585	8200
1010586	13000
1010588	8000
1010590	9200
1010595	8700
1010596	8800
1010599	8000
1010600	8000
1010602	8700
1010603	9200
1010607	8200
1010610	8800
1010611	9600
1010614	8800
1010615	9200
1010617	8800
1010619	7600
1010620	9300
1010621	9200
1010624	9200
1010625	9300
1010628	8700
1010630	8700
1010633	9200
1010635	9200
1010636	9200
1010638	8300
1010642	8800
1010646	9400
1010648	8800
1010649	9400
1010652	9200
1010653	8800
1010655	10800
1010656	12500
1010662	9200
1010663	8800
1010664	9200
1010666	9200
1010668	9200
1010671	8700
1010673	9200
1010675	8200
1010676	9200
1010677	9200
1010678	8200
1010679	9200
1010681	9200
1010687	8300
1010697	9200
1010704	9200
1010705	8700
1010706	9200
1010708	9200
1010713	9200
1010715	9300
1010716	8200
1010719	9700
1010722	8200
1010723	8700
1010724	9200
1010725	7000
1010726	19300
1010727	9200
1010729	15000
1010730	9200
1010731	9200
1010732	8900
1010738	9200
1010739	9400
1010741	8200
1010742	8300
1010744	8900
1010746	9600
1010747	16900
1010752	8000
1010753	9200
1010756	7400
1010757	8000
1010761	8700
1010762	8700
1010763	9200
1010764	8700
1010766	9200
1010768	8200
1010769	9200
1010770	8000
1010771	8800
1010775	9200
1010776	8000
1010777	9200
1010778	8200
1010779	8000
1010803	7400
1010808	9200
1010809	9200
1010811	9000
1010812	8000
1010813	9700
1010814	9000
1010815	11100
1010816	31400
1010817	8200
1010818	8000
1010820	8700
1010821	8700
1010822	8700
1010823	8700
1010824	9200
1010826	9000
1010827	8700
1010828	7800
1010829	8200
1010831	8700
1010832	8200
1010833	8200
1010835	9200
1010836	9200
1010844	9200
1010845	7800
1010849	8200
1010851	8000
1010856	8200
1010857	8700
1010859	8700
1010862	8800
1010863	9200
1010867	8700
1010868	8200
1010869	8300
1010871	9000
1010872	9200
1010874	9200
1010876	10300
1010880	8700
1010881	8300
1010882	8300
1010884	8000
1010885	8000
1010887	9700
1010888	8200
1010889	9200
1010891	8700
1010892	9200
1010893	8700
1010894	9200
1010895	8200
1010898	9400
1010901	9200
1010902	9300
1010903	20300
1010904	9200
1010905	13000
1010906	9200
1010908	9200
1010909	9200
1010911	9400
1010912	9400
1010913	9200
1010914	7800
1010915	8000
1010917	8300
1010919	8300
1010922	8000
1010923	9200
1010924	8200
1010925	8300
1010928	8300
1010929	9400
1010930	8900
1010931	12000
1010932	15000
1010933	8700
1010934	10300
1010935	38700
1010936	17900
1010937	6000
1010938	4000
1005003	14500
1005006	10400
1005009	10400
1005015	11900
1005016	10200
1005031	10100
1005035	12500
1005048	10000
1005050	9300
1005052	9300
1005053	9300
1005055	9300
