2000025	13305
2000064	22740
2000449	9675
2007003	14520
2008619	12090
2009771	8715
2010284	14520
2010539	13065
2010625	11610
2010816	8715
2002463	9000
2003442	9380
2004201	8640
2004767	8640
2004831	8640
2004843	9380
2005351	9380
2007184	9215
2007337	9660
2007496	9380
2007653	9700
2007841	9660
2008079	9380
2008510	4690
2008809	9380
2008827	9380
2008918	9380
2008919	9380
2008947	9380
2008983	8911
2009309	9660
2009599	9380
2009651	8860
2009689	9380
2009786	8640
2009969	8911
2010022	9380
2010074	9380
2010186	9380
2010472	8260
2010473	8060
2010478	8398
2010655	8740
2010734	8740
2010798	8892
2000169	9380
2000213	9900
2000324	8640
2000328	9380
2000916	9900
2001056	9900
2001810	9900
2002246	9900
2002278	9900
2003173	8640
2003193	9380
2004557	9900
2005404	9900
2005706	9380
2006084	9380
2007123	9740
2007126	9380
2007288	9900
2007341	8640
2007409	9740
2007428	9740
2007961	8640
2008043	9380
2008271	8640
2008480	8860
2008537	8640
2008549	9380
2008904	9900
2008906	8860
2009008	9380
2009051	8640
2009152	9900
2009274	9380
2009325	9900
2009369	9900
2009480	9900
2009539	9900
2009541	9900
2009544	9900
2009670	9380
2009715	9900
2009733	9900
2009757	8911
2009827	9900
2009838	9380
2009862	9900
2009898	9380
2009928	9900
2009936	9900
2009949	9900
2009977	8640
2009991	9900
2010013	9900
2010017	8860
2010050	8640
2010059	9380
2010083	8640
2010140	8640
2010146	9380
2010162	9380
2010199	9900
2010202	9380
2010222	9900
2010311	9900
2010355	8840
2010405	9200
2010406	9200
2010431	8280
2010432	9200
2010433	8740
2010445	9200
2010447	8900
2010450	9200
2010609	8840
2010613	9200
2010682	8740
2010688	8280
2010693	8060
2010763	8740
2010817	8892
2000326	9380
2000761	9900
2000870	8640
2001147	8640
2001333	9900
2001740	9900
2001806	8640
2001966	8640
2002124	8640
2002218	9900
2002541	9900
2003366	9900
2004071	9900
2004323	8910
2004407	8640
2004792	8860
2004944	8640
2007113	9900
2007747	8640
2007793	9215
2007879	9380
2007977	8640
2008035	9900
2008150	9700
2008315	9900
2008394	9700
2008460	9380
2008495	9900
2008577	9380
2008578	8640
2008580	9380
2008661	9700
2008726	8911
2008830	9700
2008914	8640
2008916	9380
2008955	8640
2008963	8640
2009044	8860
2009076	8640
2009219	9900
2009339	8860
2009483	9380
2009485	8640
2009488	8640
2009509	9380
2009580	9900
2009602	9900
2009688	9380
2009693	9900
2009751	9405
2009785	9380
2009805	9900
2009846	9380
2009861	9900
2010000	9380
2010023	9380
2010047	8910
2010092	8640
2010095	8640
2010136	9380
2010230	9380
2010248	8640
2010251	9640
2010253	9380
2010260	9560
2010293	9560
2010331	9200
2010366	9040
2010375	8060
2010412	8740
2010456	9200
2010457	8398
2010494	8740
2010566	9040
2010724	8303
2010733	9360
2010752	8740
2010754	9200
2010760	8740
2000958	8860
2001726	8860
2001819	8860
2002269	9900
2004563	8860
2005568	8860
2005605	8860
2005900	8860
2007012	8860
2007019	8860
2007611	11940
2007874	8860
2008053	11300
2008151	9800
2008498	8860
2010105	8860
2010206	12260
2010629	8260
2010764	8260
2010790	11300
2000567	9900
2001848	9380
2003887	10340
2003908	8415
2004232	9900
2004319	9660
2004739	9640
2004790	9380
2004852	10260
2005597	9600
2007029	9380
2007861	9900
2007913	9380
2008408	9900
2008433	9900
2008721	8640
2008779	9380
2008991	9380
2009000	8640
2009090	9380
2009236	10200
2009343	8640
2009415	9900
2009470	9380
2009475	9900
2009497	9900
2009581	10260
2009714	9900
2009744	8640
2009790	9900
2009812	8208
2009884	9900
2009963	9900
2010031	8640
2010088	9380
2010091	9380
2010141	8640
2010211	9380
2010228	9380
2010429	9480
2010437	9220
2010443	8840
2010517	9620
2010520	9040
2010552	8740
2010553	9040
2010556	9300
2010558	9380
2010583	8949
2010624	8060
2010687	9620
2010697	8060
2010711	8702
2010719	9160
2010730	9040
2010757	8759
2010766	8702
2010778	9160
2010782	9800
2010784	9360
2010788	9557
2010800	9800
2010809	9360
2010811	8060
2010812	8645
2000261	9640
2002539	9900
2003293	9380
2003550	9900
2003863	9900
2005085	9640
2005660	8911
2005984	9158
2007472	9900
2008036	9660
2008039	9405
2008062	9900
2008159	8640
2008162	9380
2008312	9900
2008343	9900
2008356	8640
2008376	9380
2008594	8640
2008606	8910
2009270	9900
2009278	9380
2009297	9900
2009392	8640
2009401	8640
2009434	9640
2009454	9405
2009484	9380
2009531	8415
2009831	8640
2010012	9380
2010014	8640
2010057	8640
2010101	9380
